"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"YIPF3",0.00732200770695837,0.104209683900181,0.362,0.335,1
"G3BP1",0.00738508197381216,-0.125439708444223,0.503,0.526,1
"ANAPC11",0.00752111792996834,-0.135845492446444,0.343,0.368,1
"PHF3",0.00765194440506653,-0.273024373994125,0.317,0.334,1
"BCAP31",0.00789864214744466,0.108375511008449,0.423,0.395,1
"DNAJC8",0.00822973851701219,-0.149316673269063,0.467,0.489,1
"AKAP13",0.00853527516787938,-0.190948845010673,0.55,0.562,1
"API5",0.00853851640594028,-0.27786269382131,0.23,0.25,1
"RNMT",0.00861087948042016,-0.235174639794932,0.246,0.269,1
"OGT",0.00880244539663064,-0.219199895007971,0.251,0.273,1
"PPHLN1",0.0088267975490494,-0.226211094903336,0.252,0.274,1
"RAB7A",0.0090197222113759,-0.129672537331563,0.474,0.497,1
"PTDSS1",0.00913652701568777,0.119913693290754,0.292,0.267,1
"U2AF2",0.00919666751707085,-0.263363796631574,0.27,0.291,1
"TAF7",0.00927754877221481,-0.167315744326892,0.321,0.345,1
"SCAMP3",0.0093967162095775,-0.18991814581746,0.299,0.322,1
"LAGE3",0.00946398828251429,-0.235985700434107,0.244,0.265,1
"ARIH2",0.00955549258471396,-0.16750342781975,0.362,0.383,1
"TSEN54",0.00966671303549211,-0.113257218761002,0.268,0.293,1
"BNIP3L",0.00973388032611402,0.267938130599635,0.351,0.324,1
"NUDT21",0.0100021647382947,-0.18629208104213,0.304,0.324,1
"MEA1",0.0101532402821198,-0.131390963822514,0.356,0.376,1
"AURKAIP1",0.0105932267611178,-0.133610094218057,0.488,0.507,1
"EIF2S1",0.0106344561606053,-0.224442746846487,0.256,0.277,1
"NCBP2",0.0106787341836081,-0.23247289200735,0.235,0.256,1
"CHD2",0.0114340482754244,-0.106138583508601,0.377,0.404,1
"ARID4B",0.0115845387117402,-0.157832428441563,0.525,0.543,1
"ZC3H12A",0.0117269335378455,-0.12679506113299,0.227,0.254,1
"C14orf119",0.0121505710586647,0.111051420038986,0.353,0.325,1
"TRAPPC4",0.0124574968624632,0.132496114648902,0.274,0.249,1
"TPR",0.0130469920768416,0.109942970725111,0.426,0.399,1
"APLP2",0.0133758611364598,0.130740760073006,0.269,0.246,1
"TNIP2",0.0136717348041837,0.120134119656742,0.331,0.304,1
"VMP1",0.013714602397863,0.164474037236705,0.282,0.262,1
"ELOVL1",0.0137761650704657,0.142529339784873,0.274,0.251,1
"LSM5",0.0139833062941325,-0.180533363843633,0.286,0.307,1
"DERL2",0.0143253212300463,-0.128413284225647,0.334,0.358,1
"TLN1",0.0143716274067154,0.103218196382922,0.257,0.233,1
"MRPL34",0.0144294514068111,0.112864364409799,0.343,0.318,1
"ZMAT2",0.0145571624280481,-0.160399906833808,0.348,0.366,1
"PEF1",0.0151464809649406,0.158676591176556,0.269,0.247,1
"GRSF1",0.0152578657086647,-0.144613470229268,0.318,0.339,1
"DDX27",0.0153492901594625,-0.213114141229657,0.254,0.275,1
"CARD16",0.015445650942479,0.357480996451276,0.288,0.27,1
"B4GALT1",0.0156563453958086,-0.123510092432645,0.241,0.266,1
"CNPY3",0.0161078022709895,-0.147536933849642,0.321,0.341,1
"STK17B",0.0161556871420743,-0.130352985615997,0.531,0.547,1
"ALG13",0.0163446765433086,0.192716484720893,0.254,0.234,1
"OSTC",0.0167781877133312,-0.137244654609474,0.438,0.451,1
"PPP4R2",0.0169210062802568,-0.222934251865772,0.327,0.343,1
"CCT7",0.0172737697987948,-0.123601926178934,0.442,0.459,1
"MBNL1",0.0173015050409532,-0.149746793220299,0.592,0.613,1
"RBBP6",0.0175917083041236,-0.238845370094815,0.256,0.276,1
"MIEN1",0.0190068317748345,0.120943815495196,0.257,0.233,1
"SNRPA",0.0198230618967448,-0.223855062213542,0.244,0.263,1
"CPSF6",0.0200353607118211,-0.285166914681936,0.246,0.26,1
"PDE4A",0.0205128720804192,-0.155099638914732,0.252,0.275,1
"CDC42",0.0215104495895258,-0.107924108386545,0.561,0.582,1
"BIRC2",0.0216717425797509,0.116542342831311,0.392,0.37,1
"RPA2",0.0219594693193718,-0.185810753447493,0.259,0.277,1
"TIMM13",0.0224647071676749,-0.187651379266938,0.239,0.255,1
"RALY",0.0227790948495409,-0.108893450277438,0.445,0.466,1
"FXR1",0.0231222095843896,-0.211337849928241,0.264,0.281,1
"RBX1",0.0231900832918449,-0.127718319654661,0.423,0.444,1
"SEC13",0.0234100317178809,-0.12489981483786,0.357,0.374,1
"SMAP1",0.024311615825305,-0.190627346515105,0.259,0.275,1
"ATP6V0D1",0.0244422692365596,-0.201672939337366,0.377,0.389,1
"DNAJB9",0.0244502103615157,-0.201205330343735,0.26,0.277,1
"CDS2",0.0248956078555036,0.174393419144657,0.256,0.238,1
"PDAP1",0.0253193565699175,0.103680942994087,0.295,0.271,1
"RPN2",0.0256007628875138,-0.135824323643743,0.43,0.453,1
"SSR1",0.0256129066089981,-0.181784577980367,0.305,0.32,1
"TGOLN2",0.0265520887897432,-0.218159703519394,0.275,0.292,1
"UQCRQ",0.0284443642594694,-0.125726442573863,0.496,0.507,1
"PSMC1",0.0288934129794916,-0.195526379108918,0.289,0.304,1
"TUSC2",0.0299566243975672,-0.150030919723185,0.323,0.339,1
"PSMD9",0.0326417188232898,-0.156230757764089,0.319,0.335,1
"EIF3J",0.033834134652778,-0.220116631334834,0.386,0.399,1
"UPP1",0.0339680609524793,0.150001176590034,0.349,0.333,1
"NT5C3A",0.0348457819399358,-0.18382368595418,0.3,0.316,1
"SF3A2",0.0351842481054943,-0.140963120651192,0.371,0.384,1
"ATP6V0B",0.0359420972613594,-0.107332410124655,0.576,0.594,1
"GNAI2",0.0373523367783527,-0.236143742194181,0.25,0.266,1
"DRAP1",0.0373567096604819,-0.142820316564141,0.387,0.404,1
"SIRT7",0.038147241660127,-0.212052309929993,0.287,0.303,1
"MAP2K1",0.03820414331105,-0.159337333552233,0.271,0.289,1
"PGD",0.0383077033202447,-0.172874876614678,0.254,0.271,1
"CYC1",0.0387458655797917,-0.142182509747528,0.284,0.303,1
"MORF4L2",0.0390506803491392,-0.164570238114561,0.263,0.28,1
"TOMM5",0.0398808150150955,-0.115359642052442,0.419,0.438,1
"NARF",0.0407527653286531,-0.181212388675686,0.287,0.305,1
"PDE3B",0.0420029540520915,-0.151315329206849,0.508,0.52,1
"PPP2R1A",0.0430530134237521,-0.108383712479601,0.376,0.393,1
"POLR2E",0.0438709598690241,-0.116169904289165,0.409,0.425,1
"ADSS",0.0441611369334593,-0.136270519148301,0.384,0.401,1
"RPL7L1",0.0445823768722789,-0.177605666541873,0.289,0.304,1
"LINC00152",0.044702571846513,0.168924510328996,0.313,0.299,1
"CWC15",0.0474944390404441,-0.173482705666098,0.286,0.299,1
"EIF5",0.0518190156791723,-0.11333660494041,0.624,0.627,1
"MRPS7",0.055245484137435,-0.155898881685271,0.294,0.305,1
"RP5-1171I10.5",0.055374629733978,0.144049519321276,0.289,0.272,1
"HCLS1",0.0648442230821267,-0.105134558415547,0.589,0.598,1
"CLK4",0.065297152747498,-0.177976343072872,0.241,0.257,1
"TOMM22",0.065366620334173,-0.108901259486864,0.373,0.386,1
"TMEM43",0.0709295300802517,-0.145986859745599,0.325,0.342,1
"GARS",0.0729157853598017,-0.245538377302109,0.28,0.293,1
"PNRC2",0.0759597382986556,-0.117792804795343,0.379,0.393,1
"ERP44",0.0818644487696008,-0.120644261285934,0.311,0.324,1
"MED4",0.0897900551770578,-0.146287512511286,0.286,0.3,1
"ISG15",0.0902121924357875,0.143433762604814,0.409,0.395,1
"SNW1",0.0912036548948588,-0.200308347010962,0.277,0.287,1
"PSMB4",0.0924696145025883,-0.146399570847808,0.357,0.369,1
"STAU1",0.0926726225168018,-0.162242322052134,0.292,0.305,1
"CCDC124",0.0930574405267725,-0.155158141005094,0.243,0.257,1
"HSPA9",0.0932461942380173,-0.140668322030602,0.445,0.452,1
"RAD23A",0.096694044077302,-0.103802232515241,0.43,0.446,1
"NR1H2",0.098823867013838,-0.110813219045928,0.363,0.375,1
"ZNHIT3",0.10086300744076,-0.150763398347319,0.266,0.275,1
"PRPF38B",0.103606096290137,-0.101347986209277,0.502,0.511,1
"MMADHC",0.105551330917039,-0.150918943898828,0.34,0.349,1
"BAG6",0.106957362394982,-0.149774075385147,0.259,0.271,1
"LUC7L2",0.11002866295024,-0.183389593313511,0.29,0.299,1
"RNASEH2C",0.110125267330543,0.104460303663525,0.305,0.292,1
"SNX1",0.112017294408945,-0.135767193158294,0.259,0.271,1
"LYPLA2",0.113860485317952,-0.142533704345745,0.273,0.287,1
"CHMP1B",0.117445480542261,-0.15643444937073,0.252,0.264,1
"EAPP",0.117475920466863,-0.142737157535246,0.291,0.3,1
"YWHAH",0.11763913088943,0.212416429919741,0.261,0.249,1
"DNAJB14",0.118840400752576,-0.156410362433616,0.246,0.259,1
"GCC2",0.121348807163671,-0.121275147489131,0.436,0.444,1
"RABGAP1L",0.121571757987318,-0.177601271655866,0.405,0.416,1
"CCNL1",0.122678297746703,-0.117660323730008,0.496,0.505,1
"SRSF5",0.123606126930814,-0.130831139408519,0.541,0.545,1
"EPC1",0.126192224543986,-0.129383444520501,0.551,0.559,1
"RNF10",0.129004798594468,-0.13436648066106,0.391,0.402,1
"FRG1",0.131066022377739,-0.140521851002242,0.24,0.251,1
"ACTR2",0.142789494209768,-0.157519642451278,0.367,0.376,1
"DDB1",0.143934387552947,-0.206733408542803,0.264,0.274,1
"RHBDF2",0.144495164938904,-0.126687235772331,0.253,0.266,1
"SMNDC1",0.146460302821738,-0.113685494826253,0.252,0.264,1
"C19orf66",0.148183300414211,0.127855025372491,0.296,0.285,1
"RSRC2",0.15146738040025,-0.145827288986586,0.412,0.421,1
"NCDN",0.157291758862015,0.119367568586602,0.289,0.276,1
"FOSL2",0.16131018452189,-0.122364765752675,0.248,0.261,1
"M6PR",0.165807136486485,0.120240978739422,0.4,0.389,1
"RBM17",0.16828756043298,-0.105366932197901,0.413,0.42,1
"MTHFD2",0.169823317213302,-0.203912627131883,0.277,0.286,1
"SH3BGRL",0.183652013721616,0.118345701954398,0.354,0.343,1
"FYTTD1",0.194205677116415,-0.139128375006123,0.29,0.298,1
"SNRNP200",0.194979972086167,-0.111851666325858,0.333,0.343,1
"OS9",0.201191023622658,-0.137834867199214,0.298,0.306,1
"RTFDC1",0.204975025055466,-0.115515436705984,0.292,0.298,1
"GID8",0.245021554951411,-0.110993656246923,0.31,0.316,1
"NHP2",0.248122290230033,-0.110198256401541,0.287,0.294,1
"CHD1",0.259098138861257,-0.159832890432515,0.336,0.342,1
"PSMD1",0.287151634022852,-0.112180151517631,0.246,0.253,1
"UBA2",0.301165722861601,-0.112623091693036,0.337,0.341,1
"RASAL3",0.302592519684189,-0.140767500454156,0.264,0.272,1
"KIF2A",0.308001773766429,-0.125778714778746,0.291,0.299,1
"STX5",0.334780271914237,-0.118998318928081,0.263,0.269,1
"WIPI2",0.35417409841676,-0.124213347988605,0.267,0.272,1
"KAT6A",0.355657872463173,-0.158633744085654,0.245,0.251,1
"BLOC1S2",0.420494969266567,-0.112266622834683,0.362,0.356,1
"DENR",0.433166016519845,-0.138609792012707,0.273,0.275,1
"IL32",0.466207145365984,0.215772003557745,0.707,0.728,1
"CYLD",0.473945716137956,-0.139039550429676,0.4,0.399,1
"CIAO1",0.479157701652594,-0.107953734419243,0.265,0.27,1
"SEMA4D",0.524707981364791,0.129767787448609,0.25,0.248,1
"RARRES3",0.548880669893542,0.230050224363542,0.471,0.48,1
"WDR74",0.597931523974377,-0.146549459223631,0.264,0.262,1
"N4BP2L2",0.603521981584609,-0.107342463521054,0.509,0.508,1
"PIM3",0.650597264120176,0.133977018217968,0.395,0.405,1
"LGALS3",0.682362545040765,0.313239283581216,0.375,0.387,1
"HECTD1",0.767063315275442,-0.117046885706213,0.252,0.253,1
