"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SRF",1.33560058311001e-07,-0.903364458358995,0.037,0.05,0.00245042638983193
"SUSD6",1.34624964719255e-07,-0.571024833745023,0.103,0.121,0.00246996422770418
"SPTSSA",1.35088575387475e-07,0.135437769192794,0.116,0.095,0.002478470092634
"EFNB1",1.36922072831097e-07,0.369588731382749,0.055,0.041,0.00251210927023214
"ZNF584",1.37642433542165e-07,0.160290026718003,0.048,0.034,0.0025253257281981
"ING2",1.39478803703088e-07,0.186810103292683,0.081,0.063,0.00255901761154056
"SERPINE2",1.40929763415377e-07,0.687033778967172,0.044,0.032,0.00258563836938192
"RNF141",1.41516842640472e-07,0.300338987759161,0.038,0.026,0.00259640951192474
"CHI3L2",1.42611380830975e-07,-0.864697360919502,0.024,0.035,0.00261649100410589
"CADM1",1.42665224258443e-07,-0.720657130904277,0.088,0.105,0.00261747886946965
"HLA-DQB2",1.43994941934289e-07,-0.565626378054529,0.031,0.044,0.00264187519966839
"ZNF821",1.45021868262219e-07,0.170153097371582,0.071,0.054,0.00266071621700693
"LIMD1",1.47181387552589e-07,-0.713253741636347,0.05,0.064,0.00270033691742736
"CYTH4",1.47720292918781e-07,-0.56172306262984,0.084,0.102,0.00271022421418088
"DUSP16",1.48967390832817e-07,-0.416701980828674,0.275,0.288,0.00273310471960969
"SAMSN1",1.52520901887267e-07,-0.275862708537321,0.616,0.585,0.00279830098692568
"MEI1",1.52778345434424e-07,-0.495162241295294,0.093,0.111,0.00280302430368538
"MTAP",1.5326686022873e-07,-0.97517079822032,0.017,0.026,0.0028119870846165
"U2AF1",1.54457423357755e-07,-0.737434418056489,0.069,0.086,0.00283383034634474
"OXR1",1.55813830501286e-07,0.213817316900616,0.068,0.053,0.0028587163482071
"HIST1H2BJ",1.55979296310972e-07,0.403931889147068,0.072,0.056,0.0028617521494174
"FBXO45",1.60220159439839e-07,-0.809559144163349,0.033,0.046,0.00293955926524272
"DYNC1I2",1.61165685218849e-07,-0.426782847481796,0.148,0.169,0.00295690682671022
"MYL6B",1.62923574594805e-07,0.13071691952618,0.135,0.113,0.00298915882309088
"AP4B1",1.63989597506669e-07,-0.542634564705283,0.084,0.102,0.00300871714545486
"SSH2",1.64084966382998e-07,-0.482934829098899,0.198,0.215,0.00301046687822887
"SQRDL",1.65085305817047e-07,-0.508758831308199,0.093,0.111,0.00302882010582536
"TMEM231",1.68915627140125e-07,0.400612216415034,0.013,0.007,0.00309909501113987
"SSBP2",1.69588060828117e-07,0.14679329104021,0.052,0.038,0.00311143215201347
"MLYCD",1.7661465568771e-07,0.313072841454766,0.04,0.028,0.00324034908790242
"SHMT2",1.76855060692822e-07,-0.439938030759549,0.22,0.237,0.0032447597985312
"RB1",1.8292835080304e-07,-0.52206566021274,0.145,0.163,0.00335618645218338
"USP15",1.82957489859346e-07,-0.433169805067142,0.373,0.374,0.00335672106644942
"ZC2HC1A",1.85721095856543e-07,-0.829495177468844,0.045,0.059,0.00340742494567999
"CYP2R1",1.86280949514955e-07,-0.63242240006105,0.056,0.072,0.00341769658075088
"ZNF85",1.86459455542146e-07,0.304953098042906,0.034,0.023,0.00342097163083175
"DCAF7",1.86891178125623e-07,-0.361700827480736,0.363,0.367,0.00342889244507081
"TCAF2",1.8733836673e-07,-0.453119132270346,0.183,0.202,0.0034370970143953
"LYL1",1.91163872597198e-07,0.838832542285815,0.01,0.004,0.00350728357054078
"AKIP1",1.91574192869423e-07,-0.473534084179135,0.108,0.127,0.0035148117165753
"ERI3",1.93994047397314e-07,0.134449537391426,0.089,0.071,0.00355920878759852
"SCLT1",1.95738905582401e-07,0.184435239391836,0.091,0.073,0.00359122170072031
"SAC3D1",1.96735454062756e-07,-0.568125669211111,0.075,0.092,0.00360950537568939
"FOXJ3",1.98359138756839e-07,-0.596644706061494,0.143,0.16,0.00363929511877173
"PPP4C",2.00697828585994e-07,-0.17973693090835,0.609,0.58,0.00368220306106722
"ERI1",2.01680658592971e-07,-0.586728764674696,0.079,0.096,0.00370023504320524
"CREB3L3",2.04229904422392e-07,-1.01219229671941,0.01,0.018,0.00374700605643763
"CHPF",2.04595853305435e-07,0.130006862831849,0.139,0.116,0.00375372012059481
"CEP350",2.05987792409503e-07,-0.475033720958972,0.289,0.299,0.00377925802733716
"NPIPB4",2.07596919654312e-07,-1.02130369732891,0.04,0.053,0.00380878068489766
"NRM",2.1888508774438e-07,-0.571709271212996,0.037,0.051,0.00401588470484615
"EVA1C",2.20604694916331e-07,0.134968471879874,0.055,0.041,0.00404743433762993
"FCGRT",2.22016495609204e-07,0.31389552383489,0.032,0.022,0.00407333664494207
"AC017002.2",2.2919667638387e-07,-0.547159800433829,0.081,0.098,0.00420507142161487
"NCAPG2",2.36558927930145e-07,-0.605941437999683,0.028,0.04,0.00434014665073438
"LRRC32",2.39339864990424e-07,-1.14674810478111,0.013,0.021,0.0043911685029793
"CLCF1",2.41093315551458e-07,0.164114791437458,0.052,0.038,0.0044233390604226
"RP11-455F5.5",2.45768030327827e-07,0.108638309715312,0.036,0.025,0.00450910605242465
"MNAT1",2.46323270363574e-07,0.118103210152556,0.113,0.093,0.00451929304136049
"GLS",2.47407682520146e-07,-0.432285979245673,0.295,0.305,0.00453918875119712
"MEPCE",2.55674960879766e-07,-0.813072802527519,0.073,0.088,0.00469086850726107
"BPTF",2.57761710294605e-07,-0.458137063987742,0.357,0.359,0.00472915409877512
"NUDT16",2.59116008559247e-07,0.271528085760004,0.041,0.029,0.00475400140903651
"TTN",2.62279644033117e-07,-0.204139746818961,0.113,0.091,0.00481204462907559
"ANKRD11",2.66130240331956e-07,-0.48582447945017,0.28,0.29,0.0048826915193704
"TNRC6B",2.66354810311574e-07,-0.468271826401738,0.301,0.31,0.00488681170478645
"RC3H1",2.6957472742128e-07,-0.480174686987591,0.301,0.309,0.00494588752399822
"VIM",2.69713603747545e-07,-0.127093156095519,0.855,0.831,0.0049484354879562
"RP11-160H22.5",2.70449948560557e-07,0.722315912640823,0.017,0.01,0.00496194520624055
"MRC2",2.74937031559263e-07,-1.30287285139582,0.006,0.012,0.00504426971801781
"CBL",2.79648943576185e-07,-0.581158615053626,0.105,0.123,0.00513071916779227
"LMO7",2.82726904235413e-07,0.286142937046866,0.026,0.017,0.00518719051200712
"SERTAD1",2.8785154594897e-07,0.147815701803312,0.342,0.302,0.00528121231352575
"MFSD2A",2.91557635298352e-07,0.252551230810411,0.028,0.019,0.00534920793481886
"MBD4",2.92828034643751e-07,-0.100943067702442,0.223,0.188,0.0053725159516089
"SH2B2",2.93820828704703e-07,0.553838279261705,0.014,0.007,0.00539073074424518
"SEPT1",2.95993990729917e-07,-0.280682461741228,0.486,0.471,0.00543060174792179
"PPP5C",2.9611059898982e-07,-0.447480552747328,0.108,0.128,0.00543274115966622
"CXorf38",2.97887958704025e-07,-0.572807550123096,0.085,0.102,0.00546535037834274
"NOP10",2.98734393171752e-07,-0.201607884842879,0.612,0.571,0.00548087991152213
"CLDN15",3.00603012735687e-07,-1.15754518413745,0.014,0.022,0.00551516347466165
"MSL1",3.04940465369177e-07,-0.65732890672733,0.074,0.09,0.00559474271812828
"ATXN3",3.05677615003125e-07,-0.533622352487869,0.144,0.162,0.00560826720246233
"PTDSS2",3.18266524224321e-07,0.173591743321575,0.028,0.018,0.00583923591994362
"TROVE2",3.21547255575543e-07,-0.383803633379013,0.304,0.314,0.00589942749804448
"PPP4R3A",3.26447634261791e-07,-0.474414270631517,0.262,0.274,0.00598933474580108
"COG3",3.27519668411825e-07,-0.10013596224934,0.133,0.109,0.00600900335635176
"ARRB2",3.2885650603435e-07,-0.305418931573741,0.402,0.402,0.00603353031621222
"PSMD6-AS2",3.37829057570065e-07,-1.32559779754287,0.007,0.014,0.00619814971923799
"FERMT3",3.47001312464157e-07,-0.399809948637025,0.211,0.229,0.00636643307977989
"RASGRP2",3.47219085060199e-07,-0.121306084540915,0.082,0.063,0.00637042855359947
"NUDT1",3.55845650080321e-07,0.148649597116575,0.132,0.111,0.00652870014202365
"VAV3",3.59137584511451e-07,0.105665431940452,0.028,0.019,0.00658909726303159
"MEF2D",3.67595750400136e-07,-0.472662632356733,0.219,0.236,0.0067442792325913
"SNRNP40",3.69770997421753e-07,-0.305923136602126,0.296,0.31,0.0067841884896969
"NUSAP1",3.74396210633015e-07,0.194494074270502,0.148,0.125,0.00686904727648392
"CAND1",3.75667646726799e-07,-0.431986852813302,0.258,0.271,0.00689237431449658
"KIF16B",3.8267595447711e-07,-0.882891040923878,0.009,0.016,0.00702095573679153
"ZNF429",3.84167942371928e-07,0.186417480504415,0.035,0.024,0.00704832923869776
"NACC2",3.89583787883736e-07,0.351561425584605,0.015,0.008,0.00714769375630291
"CDKN1C",3.94512606284867e-07,0.352694335541456,0.016,0.009,0.00723812278750846
"NSD1",3.95240563042173e-07,-0.447798759412562,0.234,0.249,0.00725147861013474
"TNRC6A",3.95688153039427e-07,-0.653053338786978,0.117,0.134,0.00725969054381436
"GNG2",3.97092626625431e-07,-0.175509918662499,0.722,0.679,0.00728545842069678
"THEMIS2",3.98975229605477e-07,-0.618019003438461,0.046,0.06,0.00731999853757168
"TSPYL2",4.0113950808245e-07,-0.184606653473071,0.423,0.362,0.0073597065547887
"RP11-156K23.3",4.0768098158224e-07,0.614322618137379,0.014,0.008,0.00747972296908935
"ATP1A3",4.1605555653321e-07,0.156310145060943,0.039,0.028,0.0076333712957148
"SERPINB9",4.31360153107663e-07,-0.413460753666205,0.371,0.371,0.00791416472906629
"ATP2A2",4.3348370690997e-07,-0.600463142646623,0.128,0.146,0.00795312557067722
"TTC24",4.36917700088312e-07,0.334694805616357,0.025,0.016,0.00801612904352026
"TAF9B",4.42481856040649e-07,0.132899639481844,0.074,0.057,0.00811821461277778
"BRD4",4.46737400384842e-07,-0.482666401936204,0.307,0.313,0.0081962910848607
"NEK1",4.49358720869266e-07,-0.479516131104,0.165,0.184,0.00824438445178842
"NLGN4Y",4.58302498976029e-07,0.265424796856188,0.014,0.008,0.0084084759487132
"SH3BP5-AS1",4.61099318721704e-07,-1.14276851573885,0.016,0.024,0.0084597892005871
"PPP1R18",4.67331094406706e-07,-0.105797187687489,0.446,0.453,0.00857412358907984
"MIS18A",4.6754953664967e-07,0.14017893022001,0.086,0.069,0.00857813134891149
"UBE3A",4.69490478097639e-07,-0.404525060574756,0.29,0.3,0.00861374180165738
"PSMC2",4.70980873632841e-07,-0.307090541120644,0.3,0.315,0.00864108608854174
"MAP3K2",4.75141869365139e-07,-0.588361774918345,0.193,0.207,0.00871742787724221
"IFT43",4.89347662534883e-07,0.143601370514916,0.064,0.049,0.0089780615645275
"ANKRD10",4.96405716956486e-07,-0.353313590151041,0.236,0.253,0.00910755568900064
"MAP3K3",5.04952325728234e-07,-0.779728094552844,0.064,0.079,0.00926436032013592
"MCU",5.06382097221459e-07,0.189672557395132,0.049,0.036,0.0092905923377221
"NDUFS1",5.08923363776549e-07,-0.552266716679904,0.118,0.136,0.00933721695520834
"C14orf159",5.19373387575339e-07,-0.665141345811696,0.061,0.076,0.00952894354184474
"PLAUR",5.24431496042517e-07,0.287007354622766,0.044,0.032,0.00962174465789206
"AP3M1",5.265344442461e-07,-0.527016094837358,0.142,0.16,0.0096603274485832
"ADRB2",5.30702725536839e-07,0.222078566117698,0.061,0.046,0.00973680290542439
"AC091729.9",5.31686866326755e-07,0.474623095551092,0.014,0.007,0.00975485893649697
"CD5",5.41003902476193e-07,-0.269518150648634,0.546,0.525,0.00992579859873071
"FKBP1C",5.4204478544378e-07,-0.413583280560989,0.146,0.165,0.00994489567853704
"IFIH1",5.42264172857019e-07,-0.559139206029615,0.082,0.099,0.00994892077940773
"NUP188",5.59716147446136e-07,-0.763134743145034,0.06,0.074,0.0102691121571943
"SNRNP35",5.62331286193529e-07,-0.3733006815461,0.175,0.194,0.0103170921077927
"HIST1H2AE",5.70060551782638e-07,0.459731905143959,0.028,0.018,0.0104589009435561
"NFS1",5.86768530342595e-07,-0.534110394022782,0.053,0.068,0.0107654422261956
"TMEM203",5.92401041051352e-07,0.131620451287447,0.068,0.052,0.0108687819001692
"PCM1",5.93975688878307e-07,-0.126500339318099,0.316,0.271,0.0108976719638503
"FMNL3",5.94141891261975e-07,-0.727227815281578,0.026,0.037,0.0109007212789834
"EPM2AIP1",5.96095147586265e-07,-0.685107051838499,0.069,0.085,0.0109365576727652
"P2RX4",5.96514470177727e-07,-0.683215403442063,0.038,0.051,0.0109442509843508
"TSC22D1",6.54506455738288e-07,0.787533077909212,0.052,0.039,0.0120082299434304
"B4GALT1",6.54831017337639e-07,-0.101203036398245,0.297,0.254,0.0120141846750937
"PLEKHO1",6.59497543966089e-07,-0.124325103115847,0.16,0.133,0.0120998014391458
"MLF1",6.61800126971402e-07,0.486292802786898,0.024,0.016,0.0121420469295443
"EGLN2",6.64649456570113e-07,-0.727992110876198,0.06,0.075,0.0121943235796919
"XPOT",6.69539879006542e-07,-0.53747124505844,0.128,0.146,0.012284048160133
"TRIM14",6.78557270006167e-07,-0.53557222908255,0.097,0.114,0.0124494902328032
"RP5-1028K7.2",6.82435957800057e-07,0.339727284951312,0.021,0.013,0.0125206525177576
"PEX12",6.90328339917386e-07,-1.10560810809233,0.014,0.022,0.0126654540524643
"PLD1",6.90548617217111e-07,-1.16246029332105,0.005,0.01,0.0126694954800823
"RP11-400F19.6",6.9142181988043e-07,0.220531142165553,0.042,0.031,0.0126855161293462
"IL15RA",6.92820834287729e-07,-0.482111270189941,0.063,0.079,0.012711183846677
"MPV17L2",6.95791943511684e-07,0.22572470503124,0.065,0.05,0.0127656947876089
"NFIC",6.95808829997659e-07,0.149911872157587,0.07,0.055,0.0127660046039671
"SDC4",7.03848623920649e-07,-0.516927955022271,0.077,0.093,0.0129135107030722
"PET117",7.04661700042011e-07,0.19039815806441,0.048,0.035,0.0129284282106708
"STARD5",7.1864787637863e-07,0.268796106432989,0.023,0.015,0.0131850325879187
"USP48",7.45878963374385e-07,-0.38584975673399,0.23,0.247,0.0136846413410298
"FAIM2",7.48112940331669e-07,0.522413070389924,0.026,0.017,0.0137256281162651
"PARP12",7.51923979922937e-07,-0.515000037498816,0.11,0.127,0.0137955492596461
"RBBP4",7.51974791992292e-07,-0.276009151212654,0.466,0.454,0.0137964815086826
"SLC2A13",7.52370487769304e-07,0.10911541626075,0.045,0.033,0.0138037413391034
"ZNF600",7.55940432993781e-07,-0.704914922586742,0.049,0.062,0.0138692391241369
"BATF3",7.68229310350488e-07,-1.03805266849455,0.014,0.023,0.0140947031570004
"HIST1H2AK",7.93448542335493e-07,0.496431263878072,0.022,0.014,0.0145574004062293
"SH3GLB1",8.03113318241806e-07,-0.261827516412873,0.448,0.442,0.0147347200497824
"URGCP",8.03118915730421e-07,-0.723159014832551,0.059,0.074,0.014734822746906
"EPRS",8.46871465517976e-07,-0.402875613920919,0.276,0.288,0.0155375507778583
"CRHR1",8.4784292313351e-07,0.156360288741131,0.065,0.05,0.0155553741107305
"IFT20",8.58134348457228e-07,-0.367333761156309,0.191,0.21,0.0157441908911448
"USP7",8.61687271092444e-07,-0.659235753954024,0.135,0.151,0.0158093763627331
"KRT18",8.68879346404198e-07,0.684672334320885,0.02,0.012,0.0159413293684778
"TRAV2",8.80689081986897e-07,-0.117306420642365,0.025,0.017,0.0161580025872136
"MICALL1",8.89784649410831e-07,0.211873498811198,0.026,0.017,0.0163248789627405
"KHSRP",8.89987813834163e-07,-0.695336765134916,0.097,0.113,0.0163286064204154
"HELZ2",9.00036730977092e-07,-0.692975578146269,0.078,0.093,0.0165129739032367
"MARK3",9.18456398095411e-07,-0.12942178533878,0.196,0.166,0.0168509195358565
"ARIH2OS",9.18582845136085e-07,0.166233953868596,0.025,0.017,0.0168532394597117
"CHCHD5",9.43645918446293e-07,0.150132569875576,0.137,0.117,0.0173130716657341
"PRADC1",9.53995680998266e-07,0.159758075899071,0.063,0.049,0.0175029587592752
"THRA",9.59670563572607e-07,-0.914779593038896,0.013,0.021,0.0176070758298666
"KDM2A",9.77140690643036e-07,-0.495354771599158,0.239,0.252,0.0179276002512278
"PDXDC1",9.81643452112862e-07,-0.133105697756185,0.241,0.205,0.0180102124159147
"TBC1D10C",1.00621310364092e-06,-0.391198057332636,0.281,0.292,0.0184609918125
"DPP7",1.01084067447641e-06,-0.281717820521522,0.475,0.464,0.0185458938546188
"KMT2C",1.02015934119676e-06,-0.513708153736438,0.215,0.229,0.018716863432937
"SLC27A5",1.02025278476624e-06,0.346551763981467,0.029,0.02,0.0187185778421063
"GTF3C3",1.02140552772885e-06,-0.588546434728077,0.053,0.067,0.0187397272172411
"STIM2",1.03263263342214e-06,-0.593229270273101,0.101,0.117,0.0189457109253959
"GINS4",1.03511201977559e-06,0.285226925794894,0.036,0.025,0.0189912002268228
"IL21",1.03549656874212e-06,0.567759911715203,0.021,0.013,0.0189982555467117
"NPRL2",1.03950807551668e-06,-0.554453326331277,0.147,0.163,0.0190718546615045
"KLHL24",1.04049161466062e-06,-0.453891401798854,0.203,0.22,0.0190898996541784
"ALCAM",1.0444614821681e-06,0.365198770370827,0.024,0.016,0.0191627348133381
"NARF",1.0526262103325e-06,-0.320758990044397,0.376,0.377,0.0193125330809703
"CDHR3",1.05991487533273e-06,0.157802820160174,0.035,0.025,0.0194462582177295
"RP11-386G11.5",1.06048908368122e-06,0.629758324470436,0.01,0.005,0.0194567932182994
"HNRNPU-AS1",1.08318316225815e-06,-0.839031388367783,0.027,0.038,0.0198731614779503
"PARP9",1.08415567806338e-06,-0.59034171488877,0.096,0.112,0.0198910042254287
"IL21-AS1",1.1075627647048e-06,0.427476814031698,0.016,0.009,0.020320454044039
"PLXNC1",1.1149270459259e-06,0.158390973289503,0.033,0.023,0.0204555665116024
"ZNF33A",1.1159903174042e-06,-0.527945336405542,0.101,0.118,0.0204750743534149
"CTNNBIP1",1.12081720976661e-06,0.303297920282969,0.042,0.03,0.020563633347588
"NPEPPS",1.12632392286838e-06,-0.382192738664022,0.268,0.281,0.0206646650128661
"C16orf72",1.15431820108896e-06,-0.687378072739113,0.129,0.144,0.0211782760353792
"HCLS1",1.15690625036166e-06,-0.163318079006798,0.695,0.649,0.0212257589753854
"PON2",1.15846909234518e-06,0.348238566750832,0.026,0.017,0.021254432437257
"ZNF620",1.16128253149741e-06,0.335799374760914,0.019,0.011,0.0213060506053829
"VCL",1.17176149607647e-06,0.258265346117818,0.022,0.014,0.0214983081685149
"GPAT2",1.17553512390813e-06,0.406934998440658,0.016,0.01,0.0215675429183424
"IL12A",1.18629150519592e-06,0.197096741234292,0.015,0.009,0.0217648902458295
"C5orf42",1.19626730149877e-06,0.147809534614715,0.031,0.022,0.021947916180598
"WBP4",1.21235419706648e-06,-0.495873306460602,0.097,0.114,0.0222430624535788
"MYBL1",1.2131032044553e-06,0.221426433974329,0.034,0.024,0.0222568044921414
"RETSAT",1.23957677163614e-06,-0.659741654144649,0.047,0.06,0.0227425150292082
"TRAPPC6B",1.25120517701935e-06,-0.470346564858505,0.134,0.152,0.0229558613827741
"SLC2A1",1.2591706420452e-06,-0.512880574252693,0.1,0.117,0.0231020037696034
"RP11-498C9.15",1.26380786310441e-06,-1.46194947183995,0.007,0.012,0.0231870828643767
"CASP2",1.27544883284878e-06,-0.564698822476734,0.093,0.11,0.0234006597362765
"MEST",1.28600965702837e-06,0.527084141108308,0.01,0.005,0.0235944191774995
"RP11-596C23.2",1.29285619131732e-06,0.482609918954724,0.021,0.013,0.0237200325420988
"CTU1",1.29294267699033e-06,0.139265542755611,0.031,0.021,0.0237216192947416
"GSDMB",1.29822869981012e-06,-0.905792566584401,0.015,0.023,0.0238186019554162
"PFN2",1.30898795054472e-06,0.572792191947592,0.013,0.007,0.024016001928644
"PCK2",1.30914778780369e-06,-0.610496079151814,0.044,0.057,0.0240189344628343
"RASGEF1A",1.35317847559144e-06,0.283444806566993,0.036,0.026,0.0248267654916762
"RANBP3",1.35988308970498e-06,-0.412483240182874,0.198,0.215,0.0249497750468173
"WDSUB1",1.36690994451884e-06,0.206659450334986,0.03,0.021,0.0250786967520871
"PIK3R5",1.39419065585722e-06,-0.461424778070501,0.127,0.144,0.0255792159630124
"ARHGEF12",1.39453598533401e-06,-0.759583371772564,0.033,0.044,0.025585551722923
"FUBP1",1.39559440771414e-06,-0.432344103571598,0.267,0.277,0.0256049705983314
"MFSD10",1.39761966322284e-06,-0.304587866408251,0.386,0.388,0.0256421279611494
"ZDHHC18",1.41473449604284e-06,-0.631228907898952,0.088,0.104,0.025956133798898
"NUP93",1.47076382128294e-06,0.105978513084888,0.1,0.082,0.026984103829078
"RNF139-AS1",1.49241388571793e-06,-0.907073980384524,0.018,0.027,0.0273813175612669
"RALGAPA1",1.5264994441187e-06,-0.142701879761916,0.374,0.321,0.0280066853012459
"PGS1",1.52778725380657e-06,-0.543149606364624,0.09,0.107,0.0280303127455891
"EHD1",1.52890034648621e-06,-0.381167641994525,0.297,0.305,0.0280507346569826
"EIF2S3L",1.53345642982354e-06,-1.03836030849592,0.008,0.015,0.0281343251179725
"CHRNA6",1.53580944174991e-06,-0.635809793929738,0.02,0.03,0.0281774958277856
"CHRNE",1.55681271790863e-06,0.279173423242383,0.023,0.014,0.0285628429354697
"AC002117.1",1.56349493920673e-06,0.566835212033015,0.01,0.005,0.028685441649626
"NDST2",1.60481808668496e-06,0.188771004019773,0.039,0.028,0.029443597436409
"USMG5",1.60742897647534e-06,-0.125183136640871,0.784,0.726,0.0294914994313931
"B4GALT7",1.61256802628661e-06,0.158515702835734,0.047,0.035,0.0295857855782805
"TMED5",1.61444705396097e-06,-0.295130373934829,0.393,0.394,0.0296202600990219
"TSC22D3",1.61551506384928e-06,-0.118323619613286,0.777,0.693,0.0296398548764427
"ZNF66",1.6251671244077e-06,0.164791159900207,0.026,0.017,0.0298169412315081
"CEP250",1.64448290918613e-06,-0.573009496406327,0.077,0.092,0.030171327934838
"CLASRP",1.6581685250609e-06,-0.560348055684122,0.155,0.17,0.0304224179292923
"CDC34",1.71970448684088e-06,-0.112736072528433,0.078,0.061,0.0315514182200697
"XXbac-BPG252P9.9",1.72571612111656e-06,-0.844707313767631,0.01,0.017,0.0316617136741255
"RTN4",1.72796958114076e-06,-0.286473016880041,0.367,0.37,0.0317030579051895
"MVP",1.75251545755111e-06,-0.341403963455152,0.346,0.35,0.0321534010996902
"CTA-384D8.36",1.75982464693141e-06,-1.32695062246858,0.007,0.013,0.0322875027972505
"CHTOP",1.80837574381412e-06,-0.355568799996326,0.27,0.283,0.0331782697717576
"QPCT",1.8443565333662e-06,-0.79859000479244,0.017,0.026,0.0338384093176696
"TPCN1",1.8840358133388e-06,0.322211465403517,0.018,0.011,0.0345664050673269
"HDLBP",1.89372866350041e-06,-0.429082349116829,0.344,0.345,0.034744239789242
"EIF5A",1.90714014187647e-06,-0.176494030255697,0.656,0.621,0.0349903001830077
"ADRM1",1.91307157017101e-06,-0.140386895866662,0.627,0.598,0.0350991240979275
"TTC3",1.91831030629119e-06,-0.113727274327328,0.254,0.218,0.0351952391895244
"ANK1",1.95112228809485e-06,-0.971809489850937,0.009,0.016,0.0357972406196761
"FAIM",1.95251790730794e-06,0.253066640243646,0.036,0.026,0.0358228460453788
"ST8SIA4",1.96252317667074e-06,-0.363395622568396,0.16,0.18,0.036006412722378
"IFI27L1",1.98352771841054e-06,-0.539800195540158,0.052,0.065,0.0363917830496783
"ZC3HAV1L",2.00114523424796e-06,0.626943332825256,0.01,0.005,0.0367150116127473
"NDUFA6",2.02288568728812e-06,-0.147952626637342,0.684,0.639,0.0371138837046751
"CKMT2-AS1",2.07172667056163e-06,-1.05553164509015,0.01,0.017,0.0380099692247942
"CITED2",2.10247387285526e-06,0.104652552092528,0.479,0.423,0.0385740881452755
"RMND5A",2.10335223418472e-06,-0.119152453507382,0.147,0.123,0.038590203440587
"RAD52",2.11673952801103e-06,0.181833985537507,0.027,0.018,0.0388358201204185
"CIITA",2.12037106248334e-06,0.518552515291,0.017,0.01,0.0389024478833818
"RAP2A",2.14557433013325e-06,-0.764538072795192,0.038,0.05,0.0393648522349547
"NAIP",2.20768040186588e-06,-1.14810806097135,0.009,0.015,0.0405043123330333
"PPP1R12A",2.21080810511665e-06,-0.275223780958976,0.453,0.445,0.0405616963045751
"ID3",2.2492409170169e-06,0.299624201736915,0.193,0.168,0.041266823104509
"PLEKHB2",2.25317527568959e-06,-0.354437052040965,0.337,0.341,0.041339006783077
"TUG1",2.27574192924359e-06,-0.838960674690937,0.034,0.045,0.0417530371758322
"MSC-AS1",2.29460221256937e-06,-0.599947602389047,0.031,0.042,0.0420990667940103
"SYTL2",2.31136298752977e-06,-0.478004944725667,0.191,0.207,0.0424065767322087
"PUM2",2.31680467811997e-06,-0.468481440961544,0.214,0.228,0.0425064154294672
"TRIM21",2.32842509457275e-06,-0.401844782749089,0.147,0.164,0.0427196152101262
"ZNF280D",2.34184309274621e-06,0.124722704773435,0.084,0.068,0.0429657952226148
"IL18R1",2.35936626795446e-06,-0.5180987005485,0.092,0.109,0.0432872929181605
"DSE",2.37776045831039e-06,-0.633277394406333,0.041,0.053,0.0436247711286208
"DCBLD1",2.3988118479535e-06,0.13507309386307,0.026,0.017,0.0440110009744029
"ATM",2.42509602592153e-06,-0.547161548792099,0.173,0.189,0.0444932367875823
"GRN",2.43514253542926e-06,-0.475346848648115,0.106,0.123,0.0446775600975207
"PABPC3",2.45296630239769e-06,-1.26065066816165,0.01,0.016,0.0450045727500904
"VGF",2.64342011236035e-06,0.778243814207729,0.01,0.005,0.0484988288014753
"PGF",2.67262471693556e-06,0.617597892221608,0.018,0.011,0.0490346456816167
"RASA3",2.69387627107259e-06,-0.268153260779993,0.128,0.103,0.0494245479453689
"CLCN3",2.69968508532417e-06,-0.465090574338619,0.143,0.159,0.0495311222604426
"SYF2",2.74250674690848e-06,-0.219440333783463,0.556,0.533,0.0503167712855299
"TGFBR3L",2.75290382901342e-06,0.514464373135699,0.02,0.013,0.0505075265509093
"SLC16A13",2.75364222360961e-06,0.391524046777412,0.022,0.015,0.0505210738765655
"RP11-442H21.2",2.75564761141419e-06,-0.872555029606772,0.017,0.025,0.0505578667266161
"CCT3",2.88946047197054e-06,-0.151218805371616,0.672,0.624,0.0530129312792435
"CFLAR",2.90518695103493e-06,-0.317108512302333,0.484,0.466,0.0533014649906379
"FBXL17",2.91793357549817e-06,0.156426730604402,0.031,0.021,0.0535353273096649
"HEXIM2",2.95227801687491e-06,-0.499074661100422,0.038,0.05,0.054165444775604
"ZNF480",2.98914483598816e-06,0.224899045889168,0.044,0.033,0.0548418403058748
"ORAI3",2.99413698205592e-06,0.209019003284429,0.048,0.036,0.05493343120978
"LIPT2",3.02904938356645e-06,0.399532740637664,0.019,0.012,0.0555739690402936
"NAT9",3.03367356651518e-06,-0.630123291044834,0.087,0.102,0.055658808924854
"LLGL2",3.06504427396627e-06,0.106320375164735,0.039,0.028,0.0562343672944592
"RPPH1",3.07428745151616e-06,0.280111021668175,0.021,0.014,0.056403951872967
"ZFP64",3.09342149314927e-06,-0.613730645486996,0.052,0.065,0.0567550041348096
"CRTC2",3.10137220965339e-06,-0.411165970591032,0.258,0.269,0.0569008759305107
"RP11-620J15.3",3.16358539096055e-06,0.216092212643348,0.062,0.048,0.0580423011679532
"DIXDC1",3.18538610893198e-06,0.745772408983643,0.017,0.01,0.058442278940575
"STOX1",3.19123832201433e-06,-0.948455232175974,0.008,0.014,0.0585496494939969
"HIST2H2AC",3.19990621426196e-06,0.104150750121078,0.073,0.058,0.0587086793130642
"SPIN4",3.2169738438863e-06,0.625047013539696,0.012,0.006,0.059021819113782
"ZNF740",3.23864017703047e-06,-0.707539290687868,0.05,0.063,0.059419331327978
