"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FOS",0,1.70183041084409,0.417,0.103,0
"DUSP1",0,0.985701087049056,0.644,0.341,0
"RARRES3",0,0.827573988388177,0.705,0.46,0
"IGKC",0,5.90189882728787,0.24,0.005,0
"JUN",0,0.892753814603053,0.851,0.622,0
"IGHG1",0,5.29055758466032,0.156,0.004,0
"EEF1B2",0,0.425219143168996,0.972,0.878,0
"RPL27",0,0.365645595467416,0.995,0.952,0
"RPL13A",0,0.428293649453247,0.995,0.965,0
"UBA52",0,0.325222913984654,0.997,0.969,0
"RPL3",0,0.370411183943639,0.996,0.969,0
"RPL9",0,0.36408064617673,0.998,0.975,0
"RPL12",0,0.49408532887934,0.999,0.977,0
"RPS4X",0,0.384008368451743,0.999,0.978,0
"RPS9",0,0.3290865696249,0.998,0.977,0
"RPS13",0,0.311853868206417,0.999,0.979,0
"RPS2",0,0.820257554418956,0.999,0.979,0
"RPL23A",0,0.490837973486935,0.999,0.979,0
"RPS7",0,0.304634630932206,0.999,0.981,0
"RPL29",0,0.327374021324133,0.999,0.983,0
"RPS8",0,0.424010868789713,0.999,0.985,0
"RPS3A",0,0.417631703950278,1,0.986,0
"RPS6",0,0.302474019328849,0.999,0.985,0
"RPL7A",0,0.362510348970155,0.999,0.985,0
"RPL35A",0,0.399290751916192,0.999,0.986,0
"RPS25",0,0.399730813368918,0.999,0.986,0
"RPS23",0,0.424764982453321,0.999,0.987,0
"FAU",0,0.311206912616258,1,0.988,0
"RPS18",0,0.363805330986795,1,0.989,0
"RPL18A",0,0.310285424170201,0.999,0.988,0
"MT-ATP8",0,-0.718691211433087,0.986,0.975,0
"RPL34",0,0.377529410438549,1,0.99,0
"RPL37",0,0.313761930164516,1,0.99,0
"RPS3",0,0.419904298356427,1,0.99,0
"RPL11",0,0.318410747263081,0.999,0.99,0
"RPS14",0,0.467452774101524,0.999,0.99,0
"RPLP2",0,0.319436778814637,0.999,0.99,0
"RPL19",0,0.374787847515539,1,0.991,0
"RPS28",0,0.428191448670989,1,0.991,0
"RPL32",0,0.36376526889501,0.999,0.991,0
"RPS12",0,0.400769335390254,1,0.992,0
"RPL39",0,0.324389803669684,0.999,0.991,0
"RPL30",0,0.433570781071626,1,0.992,0
"MT-ND4",0,-0.709236909668908,0.973,0.981,0
"RPS27A",0,0.409987918288207,1,0.993,0
"RPS15A",0,0.402959686991618,0.999,0.992,0
"MT-ATP6",0,-0.594117766295652,0.998,0.993,0
"RPL10",0,0.350429812760457,1,0.996,0
"RPLP1",0,0.282210856775745,1,0.996,0
"RPL28",0,0.333872835788891,1,0.996,0
"RPS27",0,0.36580493139589,1,0.997,0
"EEF1A1",0,0.346281638165685,1,0.997,0
"RPL13",3.20538300987323e-306,0.261606871724673,1,0.995,5.88091620821442e-302
"RPL24",1.89399003426971e-294,0.313263209622674,0.996,0.961,3.47490351587465e-290
"RPL8",5.3468412019766e-288,0.271025568220626,0.999,0.986,9.80984955326647e-284
"RPL37A",4.16203550574465e-287,0.321242281565659,0.998,0.979,7.63608654238971e-283
"MT-CO2",7.09686448343142e-287,-0.338456893321102,0.998,0.994,1.30206172677516e-282
"RPS20",7.98146547819328e-284,0.421748152337578,0.952,0.841,1.46435947128412e-279
"RPS24",3.41948707949085e-278,0.285178654450869,0.998,0.981,6.27373294474185e-274
"RPL27A",2.38466074963027e-274,0.413947372663558,0.972,0.888,4.37513707734665e-270
"RPL10A",1.56654172444964e-264,0.333992969290368,0.989,0.936,2.87413410184775e-260
"RPL14",4.28125588902234e-258,0.273457655907462,0.998,0.973,7.85482017958928e-254
"MT-ND3",8.83233083597649e-258,-0.45566171069151,0.981,0.98,1.62046773847661e-253
"RPL31",1.412946961196e-252,0.349086426839504,0.983,0.902,2.59233378970629e-248
"IGLC2",2.0448592668486e-252,7.12839370137338,0.078,0,3.75170329688712e-248
"CTSW",1.3436130538483e-247,0.679653316265357,0.52,0.289,2.46512686989547e-243
"IL9R",2.82792318725246e-246,1.58240161838076,0.242,0.09,5.18839067165209e-242
"NACA",2.38220560001115e-241,0.283463715182964,0.997,0.96,4.37063261434045e-237
"IGHG2",2.52648688462947e-239,6.14998241479848,0.075,0.001,4.63534548722968e-235
"GADD45B",5.15314529286353e-238,1.2004008858965,0.51,0.303,9.45447566881671e-234
"ODC1",1.54890179572392e-234,0.877759108643789,0.421,0.226,2.84177012461468e-230
"MT-CYB",7.00272052931082e-232,-0.394904320651865,0.991,0.987,1.28478913551266e-227
"RPL23",3.33690137708585e-231,0.397958402546921,0.926,0.786,6.12221295653941e-227
"RPL22",1.2939618372831e-228,0.28410296122068,0.992,0.949,2.3740317828633e-224
"RPL18",2.20715177295802e-228,0.210961561348208,0.999,0.989,4.04946135784609e-224
"NENF",2.0098411487358e-218,1.23761947087933,0.238,0.093,3.68745555558556e-214
"PPP1R15A",2.79622127163871e-218,0.703364468588122,0.596,0.4,5.13022716707555e-214
"COTL1",4.28338595712747e-218,0.346989399976745,0.849,0.635,7.85872821554176e-214
"RPS16",1.44903858035165e-213,0.262867443071607,0.999,0.985,2.65855108337116e-209
"GSTP1",1.77019074381162e-208,0.623362347021819,0.566,0.352,3.24776895767118e-204
"RPS5",2.4588226646899e-205,0.257882387324763,0.996,0.96,4.51120194290657e-201
"IGKV3-15",1.55372756558535e-204,11.1580775594352,0.062,0,2.85062396457945e-200
"MTRNR2L12",3.39757110897905e-202,-0.821501348292534,0.975,0.971,6.23352371364386e-198
"NMB",3.13462849129788e-200,1.63419055877157,0.341,0.183,5.75110289298421e-196
"GZMM",1.34330974180839e-198,0.68034572645348,0.543,0.348,2.46457038329585e-194
"FOSB",3.57276306658137e-196,1.35588614950512,0.154,0.045,6.55494839825683e-192
"RSRP1",8.5963268141567e-193,-0.684462797199515,0.677,0.749,1.57716808059333e-188
"EEF1D",7.25171796883574e-192,0.275915151850598,0.985,0.929,1.33047269574229e-187
"RPL6",3.16297275507045e-190,0.226072163574235,0.998,0.978,5.80310611372776e-186
"RPSA",7.66831500022708e-190,0.258381032387748,0.997,0.963,1.40690575309166e-185
"RPS15",1.22529247925363e-188,0.186110664767762,0.999,0.992,2.24804411168664e-184
"CD8A",5.13437997513337e-185,0.599284634821372,0.594,0.425,9.4200469403772e-181
"RGS2",4.14994990274794e-176,0.699361532223737,0.536,0.351,7.61391308657164e-172
"TOMM7",1.05289360515337e-175,0.332070294764295,0.952,0.852,1.93174389737489e-171
"IGKV3-20",1.04450719253594e-172,3.87097654222268,0.057,0.001,1.91635734614569e-168
"IGHG4",3.36309280673052e-172,7.51744729179666,0.054,0,6.17026637250849e-168
"CTSC",5.420756140677e-171,-1.24619196357431,0.431,0.518,9.9454612913001e-167
"IGHA1",2.57018560715727e-168,4.70013251595193,0.058,0.002,4.71551953345145e-164
"IGHG3",2.83227245881972e-166,5.83011884741769,0.053,0.001,5.19637028019653e-162
"PSMB9",4.11763946134839e-166,0.491617036324491,0.724,0.547,7.55463311973589e-162
"PFDN5",5.54308741784813e-166,0.26729256679604,0.981,0.914,1.0169902485526e-161
"TRBC1",1.60745312155781e-164,-0.755594326143102,0.5,0.62,2.94919424212211e-160
"NEAT1",7.93058973228974e-164,-0.962335452496765,0.521,0.614,1.4550252981832e-159
"NKG7",4.47333281521574e-163,0.455605940756265,0.651,0.469,8.20722371607632e-159
"IFNG",1.73361774317407e-158,1.73663580176894,0.268,0.135,3.18066847340146e-154
"RNF187",2.75753873367769e-158,0.864318638051475,0.271,0.134,5.05925631467847e-154
"TRBV10-2",3.69146753247885e-157,2.73354098201491,0.086,0.016,6.77273548183895e-153
"ANXA5",4.49136936690753e-156,0.459763407828644,0.797,0.645,8.24031537746525e-152
"MT-ND2",1.38074841880308e-155,-0.51514501762095,0.92,0.923,2.53325912397801e-151
"SIAH2",5.84088143680992e-155,0.951927123285522,0.288,0.152,1.07162651721152e-150
"LAIR2",6.78007751735522e-155,-2.63288129370074,0.047,0.144,1.24394082210916e-150
"GNG4",1.26918019496925e-153,1.34126024032321,0.213,0.097,2.32856490371009e-149
"RHOB",8.68151882603818e-153,1.30311730004224,0.246,0.119,1.59279825901322e-148
"RPS11",3.47366523655581e-152,0.255083151049727,0.973,0.9,6.37313360950894e-148
"CD8B",1.83842567426093e-150,0.519014779887545,0.469,0.294,3.37295958456653e-146
"RPL35",1.19970328960323e-149,0.211368867459348,0.997,0.972,2.20109562543505e-145
"CNIH1",3.58490432165084e-146,0.552181727122149,0.627,0.453,6.5772239589328e-142
"CCL5",5.38284099318394e-145,0.39842112553042,0.741,0.598,9.87589837019458e-141
"G0S2",7.50673836094578e-145,1.60262879653859,0.116,0.034,1.37726128708272e-140
"HNRNPA2B1",2.41702676005069e-142,-0.357443754219299,0.959,0.945,4.43451899666499e-138
"LITAF",2.94978565850191e-141,0.422060293921287,0.744,0.582,5.41197174765346e-137
"GPR15",6.4629761917399e-139,-2.36635659457982,0.023,0.101,1.18576224189852e-134
"GZMK",1.09745490468308e-138,0.428573013144996,0.489,0.318,2.01350051362205e-134
"RPL15",4.70211018985435e-138,0.188836762285547,0.998,0.973,8.62696156532577e-134
"RPS21",6.67959686189131e-137,0.196911315187601,0.999,0.988,1.2255056362512e-132
"FOXP3",1.61626065062225e-136,-1.76916353164693,0.093,0.2,2.96535341569664e-132
"NR4A2",1.53094562371757e-135,0.961670203380623,0.325,0.184,2.80882593583463e-131
"IGLV2-14",2.19883748408294e-135,4.34600590482483,0.048,0.002,4.03420713204697e-131
"TUBA4A",7.70212983112568e-134,0.761550515035091,0.706,0.542,1.41310976011663e-129
"CD2",1.58996562156838e-133,-0.432748656968069,0.87,0.867,2.9171099258915e-129
"BTF3",3.56346343122269e-133,0.237477749643372,0.985,0.917,6.53788635726428e-129
"RPS27L",3.47534627254252e-132,-0.663184879112215,0.63,0.665,6.37621780623375e-128
"VCAM1",1.02147109461871e-131,0.820937219744576,0.214,0.102,1.87409301729694e-127
"RP11-291B21.2",1.52450449153809e-131,1.09737628099312,0.199,0.092,2.79700839062494e-127
"RPS4Y1",3.05210038143695e-130,0.334861363932052,0.876,0.723,5.59968856982238e-126
"MATK",7.34092755456568e-130,1.00853396194672,0.158,0.062,1.34683997843617e-125
"RPLP0",1.0762971769789e-129,0.200340616199657,0.999,0.98,1.97468243060319e-125
"YPEL5",1.32179615529581e-129,0.387282307065937,0.733,0.582,2.42509940612122e-125
"PCBP1",1.59547344353786e-129,0.414166674660274,0.814,0.694,2.92721512685892e-125
"ARPC1B",1.4923674221668e-127,-0.682714460180194,0.47,0.552,2.73804650944942e-123
"CD69",1.3162684292793e-126,0.35139201970158,0.536,0.368,2.41495768719874e-122
"TMSB4X",1.92484331162711e-126,0.201484562214322,0.999,0.994,3.53151002384226e-122
"CXCL13",1.28465528738564e-125,0.858094064248534,0.384,0.25,2.35695705576644e-121
"ANKRD12",8.1124080385065e-125,-0.653810559189191,0.599,0.667,1.48838350282479e-120
"SH2D2A",8.51443291763483e-124,0.33614946182704,0.769,0.607,1.56214300739846e-119
"DKK3",2.30498156259026e-122,0.894369491932116,0.189,0.086,4.22894967288435e-118
"IFITM3",2.73214605465577e-122,-0.780251196340805,0.258,0.388,5.01266836647694e-118
"ARL6IP5",3.94343499136013e-122,-0.486564410715571,0.759,0.766,7.23502017864842e-118
"CYBA",6.34793905815313e-122,0.264407374906497,0.942,0.836,1.16465637899936e-117
"MT2A",2.73975855000341e-121,-0.59417557847796,0.885,0.872,5.02663501169126e-117
"RPL36",4.05475775209975e-120,0.191097908079915,0.998,0.98,7.43926404777742e-116
"XCL1",4.650003206513e-120,1.47794035393975,0.16,0.069,8.53136088298941e-116
"MZT2A",1.67156678261909e-118,0.543504742441204,0.429,0.284,3.06682357607125e-114
"IGFL2",6.56746091545089e-116,1.39767439238385,0.095,0.028,1.20493205415777e-111
"STAT5A",1.07240644496436e-115,0.447819146304854,0.563,0.403,1.9675441045761e-111
"PDE4A",3.72619657211189e-115,0.531733746335943,0.37,0.229,6.83645285085368e-111
"ZNF331",9.69137367245986e-115,0.579530663877331,0.415,0.27,1.77807632768621e-110
"OST4",3.33571021483325e-114,0.290562032377855,0.895,0.758,6.12002753115456e-110
"RPL7",4.73119107117966e-114,0.240261636681015,0.969,0.888,8.68031625829332e-110
"GSTM1",2.37420303988655e-112,-6.01635993580403,0,0.044,4.35595031727986e-108
"XCL2",8.86018337482406e-111,1.49676358154549,0.153,0.066,1.62557784377897e-106
"BCL2A1",1.70221565609087e-110,1.10431743803832,0.196,0.099,3.12305506422992e-106
"HLA-DPB1",8.28601533868677e-110,0.484426563490668,0.647,0.505,1.52023523418886e-105
"IL1R2",5.71190670557937e-109,-2.46977189660574,0.023,0.088,1.04796352327265e-104
"MT-ND6",2.01351427074098e-108,-0.63139112198989,0.572,0.634,3.69419463252847e-104
"ORAI1",6.03284212863052e-108,0.508214462158076,0.368,0.232,1.10684554533984e-103
"PNRC1",2.89078208324996e-106,0.332660560786822,0.868,0.766,5.30371788813871e-102
"PDE7B",9.54056135381356e-106,0.87936577437052,0.148,0.064,1.75040679158417e-101
"BTG1",1.05512713549229e-105,0.263060724254555,0.988,0.972,1.93584175548771e-101
"PTOV1",7.39811655476002e-104,0.528604951376732,0.301,0.179,1.35733244430182e-99
"RNF213",8.04184182922886e-104,-0.803300015398942,0.49,0.558,1.47543672040862e-99
"LYST",2.20485447307859e-103,0.32726051586976,0.565,0.406,4.04524650175729e-99
"SRGN",3.10233911449771e-103,0.244928242620362,0.995,0.982,5.69186157336894e-99
"HLA-DQA2",1.47554434687297e-102,-1.20804845814764,0.159,0.259,2.70718121320784e-98
"ACTB",2.36369958512246e-102,-0.275003762012346,0.995,0.982,4.33667962882418e-98
"MIR4435-2HG",4.10635972486741e-102,-1.03938142093817,0.264,0.363,7.53393818721424e-98
"BATF",1.79905372023973e-101,-1.00970260905123,0.509,0.544,3.30072386052384e-97
"IFITM1",9.11794880222762e-100,0.254981569276356,0.86,0.724,1.6728700667447e-95
"MT-CO1",1.42847456883652e-97,-0.221433700963681,0.999,0.996,2.62082229144436e-93
"GYPC",5.51733494536025e-96,0.412188113165542,0.537,0.391,1.01226544242524e-91
"SON",5.74952748836187e-96,-0.469064851766136,0.797,0.799,1.05486580828975e-91
"GPR171",8.53620998881623e-96,0.503969111425621,0.339,0.216,1.56613844664811e-91
"TMEM248",6.08319477194255e-95,0.390674420002581,0.465,0.323,1.1160837448083e-90
"AOAH",2.02324925968608e-94,0.44897397238284,0.272,0.157,3.71205541674604e-90
"EGR2",2.69215467881523e-94,2.07612570828829,0.061,0.014,4.93929618922231e-90
"LAYN",6.72241311623565e-94,-1.25071715529593,0.153,0.247,1.23336113443575e-89
"GRAMD1A",2.15772955357418e-93,0.60092749011505,0.336,0.217,3.95878641194255e-89
"PIK3R1",2.17834288949238e-93,0.322123674005287,0.576,0.437,3.99660569935166e-89
"IL26",3.65660139767812e-93,-3.17618128598664,0.008,0.053,6.70876658432004e-89
"FABP5",1.48696027114816e-91,0.728493284861635,0.473,0.342,2.72812600947554e-87
"YBX3",4.3955630713489e-91,0.593583985594542,0.2,0.105,8.06453956700382e-87
"AAK1",5.73648156776303e-91,-0.78208684949928,0.396,0.477,1.05247227323748e-86
"KLF2",5.8300872681396e-91,0.554960755740838,0.213,0.114,1.06964611108557e-86
"PTMA",1.30145458534122e-90,0.127415083020021,0.999,0.996,2.38777872772554e-86
"SNRPD2",2.60727311663917e-89,0.260918098157259,0.894,0.771,4.78356398709789e-85
"ETS1",1.13299999913707e-87,-0.665838812779518,0.438,0.513,2.07871509841678e-83
"IGLC3",9.17186810263323e-87,7.14066001997479,0.027,0,1.68276264079012e-82
"SLC38A1",1.38997723806596e-86,-0.624668861806407,0.534,0.587,2.55019123867961e-82
"TRGV4",1.89840418060253e-86,1.58358722012629,0.062,0.016,3.48300215015147e-82
"NDUFA11",3.78591637661566e-86,-0.844437116827917,0.252,0.345,6.94602077617675e-82
"CMC1",1.0275926973122e-85,0.710387191862878,0.336,0.229,1.8853243217587e-81
"DUSP4",1.59068812770427e-85,0.30837159043227,0.8,0.655,2.91843550789903e-81
"AC002331.1",1.89444984872476e-85,-1.49470702865798,0.058,0.129,3.47574713745532e-81
"EPAS1",3.63384218594811e-85,1.25986227102054,0.168,0.089,6.667010258559e-81
"COMMD6",5.3063433733423e-85,0.268550776500364,0.854,0.724,9.73554818707111e-81
"FAM177A1",9.70181293191396e-85,0.386146211093391,0.696,0.569,1.77999161861825e-80
"RABAC1",1.36905685897485e-84,0.301602490364137,0.757,0.632,2.51180861916116e-80
"UXT",6.55059452904492e-84,0.322470089439476,0.646,0.502,1.20183757824387e-79
"CREM",1.04798857374073e-83,0.273126975670132,0.885,0.82,1.92274463624212e-79
"TPT1",5.05653232004918e-83,0.122524800013814,1,0.994,9.27721984759423e-79
"APOBEC3G",1.98184093425916e-82,0.325056609723801,0.507,0.371,3.63608356208528e-78
"CHPT1",3.1077182364716e-82,1.15767779489518,0.107,0.044,5.70173064845444e-78
"LINC00936",1.42089887858041e-81,1.0907394374088,0.098,0.038,2.60692317253149e-77
"TRAV1-2",1.62083820975259e-81,1.10713562567087,0.094,0.036,2.97375186343307e-77
"IL2RA",2.43009309961682e-81,-1.32523676654357,0.12,0.204,4.45849180986698e-77
"LTB",4.33480856015069e-81,-0.94626654796044,0.356,0.436,7.95307326530846e-77
"GBP5",5.37665579876967e-81,-0.789448122179823,0.308,0.399,9.86455039400271e-77
"FAS",1.59991149415381e-80,-0.809350269106308,0.316,0.399,2.935357618324e-76
"GNB2",9.09165852887624e-80,0.301356039954398,0.604,0.458,1.66804659029292e-75
"RPL22L1",1.79184533862134e-79,0.341278683791818,0.55,0.413,3.28749864276858e-75
"NR4A1",2.11457150912929e-79,1.78190582985312,0.147,0.076,3.87960434779951e-75
"HLA-E",5.18002862306584e-79,0.168202017946575,0.983,0.923,9.50379851473889e-75
"REL",7.0719259033743e-79,0.343469752205063,0.519,0.386,1.29748624549208e-74
"CLDND1",1.19434138999537e-78,-0.591087274898947,0.499,0.56,2.19125814822451e-74
"SLC25A1",1.39083449160126e-78,0.626778979466914,0.203,0.116,2.55176404174083e-74
"FYB",1.7465576409281e-78,-0.609479095418253,0.54,0.587,3.20440930381079e-74
"CCR6",1.01864491353236e-77,-1.29239484763165,0.097,0.174,1.86890782285783e-73
"TRAC",3.18190274236942e-77,-0.606427045416048,0.513,0.564,5.83783696142517e-73
"FGFR1",4.44961105867375e-77,1.05780479778396,0.087,0.033,8.16370140934873e-73
"MYLIP",7.27039829494583e-77,0.538214471695913,0.199,0.111,1.33389997517371e-72
"NDUFS5",1.51823933559089e-76,0.175411643621649,0.92,0.842,2.7855137090086e-72
"CHN1",2.37421576159397e-76,0.779254206275903,0.158,0.082,4.35597365779645e-72
"TRBV7-6",2.53887064220103e-76,1.58432133823185,0.078,0.028,4.65806596724622e-72
"EIF3K",6.63769478353624e-76,0.243852031725353,0.843,0.713,1.21781786193539e-71
"CH17-373J23.1",1.44210041609095e-75,1.27325597140449,0.068,0.022,2.64582163340207e-71
"ADGRE2",1.89378103344765e-75,-3.70180456924161,0.004,0.038,3.4745200620664e-71
"EIF4G2",1.06466751513887e-74,-0.346855518449475,0.817,0.81,1.95334549002529e-70
"TRAT1",2.52226476916655e-74,0.205382316882172,0.601,0.449,4.62759917198988e-70
"GLTSCR2",4.06368099610869e-74,0.234765789450448,0.783,0.643,7.45563552356061e-70
"PMAIP1",2.67014978722957e-73,0.413256831824465,0.456,0.334,4.89892381463009e-69
"NSMCE3",3.45299876295679e-73,0.414559899855285,0.317,0.208,6.33521683039683e-69
"RNASEH2C",4.87422182085223e-73,0.410877218937715,0.388,0.272,8.94273477471759e-69
"NBEAL1",1.02698471429675e-72,0.155189045582776,0.808,0.652,1.88420885532025e-68
"MT-ND4L",1.42042808123712e-72,-0.245141713219367,0.992,0.982,2.60605940064575e-68
"GABARAPL1",2.57116232777814e-72,0.282613214118185,0.592,0.458,4.71731152277455e-68
"ATP5I",3.86456430480713e-72,-0.401884741572894,0.641,0.668,7.09031613002965e-68
"IFI6",1.77574097427145e-71,-0.992801578168064,0.227,0.311,3.25795196549583e-67
"ITGA4",2.09001498173564e-71,0.298916230271139,0.405,0.282,3.83455048699039e-67
"C12orf57",4.63231144536159e-71,0.234161457537181,0.722,0.577,8.49890180880491e-67
"S100A11",9.94928931289519e-71,-0.416631378038713,0.656,0.693,1.82539611023688e-66
"PSAT1",1.39030940051756e-70,-1.62535678129341,0.055,0.116,2.55080065712957e-66
"B3GNT5",1.66160121656228e-70,1.03569437267013,0.071,0.025,3.04853975202681e-66
"CD7",2.10971134468365e-70,0.122489521909916,0.908,0.842,3.87068740409108e-66
"MT-ND1",8.53685690623913e-70,-0.274740076042988,0.975,0.961,1.56625713658769e-65
"ALOX5AP",1.06496433743975e-69,0.188255787948424,0.628,0.479,1.95389006990072e-65
"KHDRBS1",1.22681333507351e-69,0.280950598647239,0.509,0.377,2.25083442585937e-65
"STUB1",1.35578574691578e-69,0.309854609722117,0.412,0.289,2.48746010986637e-65
"CST7",2.72019132230173e-69,0.326700959902587,0.805,0.74,4.99073501902698e-65
"CD70",4.26676565808278e-69,-1.10434873761151,0.105,0.18,7.82823495288448e-65
"IRF1",4.52455894153118e-69,-0.53291457371909,0.529,0.586,8.30120829002725e-65
"RPL5",1.03291226368326e-68,0.148332095045785,0.993,0.951,1.89508413017967e-64
"PCED1B",5.34970354979159e-68,-0.838437623513923,0.226,0.308,9.81510110280263e-64
"BCAT1",1.22897276621862e-67,0.912105358314049,0.144,0.078,2.2547963341813e-63
"TRIB1",1.2530267880847e-67,1.20648301586985,0.106,0.049,2.298928248099e-63
"ACP5",1.93635792755566e-67,-1.35647745044398,0.179,0.255,3.55263588968637e-63
"SRM",2.60351110001961e-67,0.577524704166771,0.155,0.083,4.77666181520597e-63
"NXPH4",3.62428401319376e-67,1.15728528204656,0.061,0.019,6.64947387900658e-63
"KLRD1",4.60354947566903e-67,0.402723711713856,0.257,0.163,8.44613222300997e-63
"DCXR",1.41459989381596e-66,0.235654130273605,0.59,0.456,2.59536642518415e-62
"MAST4",6.43910037471613e-66,-1.07859006786576,0.11,0.183,1.18138174574917e-61
"OASL",6.80463869065632e-66,0.225931346950159,0.492,0.36,1.24844706057472e-61
"IGKV1-5",1.30892125839386e-65,2.25372687322457,0.037,0.007,2.40147783277522e-61
"ENC1",1.56811718598914e-65,0.668463102581018,0.114,0.054,2.87702460113428e-61
"IGLV3-10",1.68629326994626e-65,3.67689272058144,0.024,0.001,3.09384226237041e-61
"NCF4",2.14086201703427e-65,-0.975986927523033,0.13,0.207,3.92783954265277e-61
"HLA-DPA1",4.61420078574509e-65,0.260077835508641,0.672,0.537,8.46567418160651e-61
"HSPA2",4.91062906307634e-65,1.62470728969681,0.088,0.038,9.00953114202616e-61
"YWHAH",1.27780735776094e-64,0.423688296250436,0.387,0.283,2.344393159284e-60
"C6orf48",1.3981989208576e-64,0.435671814401793,0.338,0.235,2.56527556009745e-60
"TUBB2A",1.58202690539466e-64,0.652743339937852,0.213,0.131,2.90254476332759e-60
"CCM2",2.26718001839748e-64,-0.810523571306963,0.23,0.308,4.15959517975385e-60
"SLC25A33",3.16853391235786e-64,0.65784489320287,0.167,0.095,5.81330916900297e-60
"ATP5L",3.21401493031008e-64,0.177314792537848,0.958,0.867,5.8967531926399e-60
"MTRNR2L8",4.82756407054546e-64,-1.00730947637968,0.302,0.369,8.85713180022976e-60
"CD300A",4.84395994667956e-64,0.610278651295477,0.129,0.065,8.88721331417298e-60
"TAF10",4.89481176063404e-64,0.5677433124546,0.17,0.097,8.98051113723528e-60
"IGLV3-25",9.43350082802397e-64,6.14602659441732,0.02,0,1.73076439691756e-59
"CHCHD2",1.07896408182499e-63,0.169000107282179,0.972,0.896,1.97957540092431e-59
"RPL38",3.22749397001792e-63,0.146051157952234,0.993,0.967,5.92148318679187e-59
"CXCR6",6.61362759885414e-63,-0.705820679904233,0.417,0.478,1.21340225556177e-58
"NDUFB8",6.72226841494011e-63,-1.28231131437962,0.081,0.145,1.23333458608906e-58
"GADD45G",1.16011664451127e-62,1.22216748459009,0.127,0.067,2.12846600768483e-58
"IGHV1-18",2.33354920500412e-62,9.12456084959543,0.019,0,4.28136272642107e-58
"CD200",2.53808145703322e-62,0.754130912845464,0.135,0.072,4.65661804921886e-58
"SLAMF1",2.57309685513565e-62,-0.931998200738447,0.172,0.248,4.72086080011737e-58
"IGLV3-21",4.39644886095362e-62,3.73176222553432,0.022,0.001,8.06616472519161e-58
"EIF3J",7.9792313852025e-62,-0.608113706665164,0.436,0.488,1.4639495822431e-57
"RPS10",8.56444237917868e-62,-0.549805824180568,0.6,0.617,1.57131824330791e-57
"MCOLN2",8.95080117416476e-62,0.558432566499905,0.192,0.117,1.64220349142401e-57
"MARCKSL1",9.33153729406283e-62,0.253068381788156,0.361,0.247,1.71205714734171e-57
"RPL41",9.46244033067204e-62,0.105274517842989,1,0.996,1.7360739274684e-57
"EOMES",2.5093266767183e-61,0.191463542518397,0.308,0.203,4.60386165377507e-57
"HNRNPAB",3.82614044964018e-61,0.313975898923591,0.408,0.294,7.01981988295484e-57
"BIRC2",1.02603523094586e-60,0.301955755034306,0.437,0.322,1.88246683821637e-56
"LRRN3",4.24311534023836e-60,-1.77050879350981,0.036,0.085,7.78484371473531e-56
"SNF8",5.34969903633147e-60,0.383006954505192,0.264,0.173,9.81509282195735e-56
"CXCR3",1.18553566881994e-59,0.209939830770072,0.525,0.396,2.17510229158395e-55
"CD3G",1.36550251579777e-59,-0.514852404700181,0.58,0.606,2.50528746573416e-55
"HIST1H1E",9.43770451568801e-59,0.61167009221035,0.179,0.108,1.73153564749328e-54
"RAD23B",1.42599168980951e-58,0.314227861188825,0.313,0.214,2.61626695329351e-54
"C15orf48",1.56488338780272e-58,1.72776896953638,0.06,0.021,2.87109155160164e-54
"IKZF1",1.59734562593844e-58,-0.536320144207098,0.49,0.53,2.93065001990925e-54
"SKP1",1.93885205272615e-58,0.175041176046327,0.937,0.862,3.55721186113667e-54
"RPL21",2.11747920817831e-58,0.116702413883185,0.99,0.955,3.88493910324474e-54
"IL2RG",2.21608846156153e-58,-0.281193058536365,0.918,0.872,4.06585750042694e-54
"CHMP1B",4.01830259853406e-58,0.38117495005702,0.306,0.21,7.37237977753044e-54
"BEX2",5.27191232980855e-58,0.566249878438728,0.122,0.062,9.67237755149975e-54
"ORAI2",7.29620212985621e-58,0.46433806648568,0.207,0.129,1.33863420476472e-53
"CPNE2",7.37371408664591e-58,1.16506518463485,0.067,0.025,1.35285532347693e-53
"FLVCR2",8.72590448739915e-58,-1.54093496048675,0.034,0.082,1.60094169630312e-53
"THBS1",1.91856623995249e-57,0.778620585002593,0.14,0.078,3.51999348044083e-53
"PNN",2.28170809987057e-57,-0.711448252786511,0.318,0.384,4.18624985083253e-53
"SLC25A6",3.352845094303e-57,0.191381683355065,0.848,0.709,6.15146489451771e-53
"TRBC2",5.0923745903614e-57,-0.325645656522117,0.835,0.84,9.34297966093606e-53
"HNRNPK",6.7519130284878e-57,-0.223047646278428,0.891,0.858,1.23877348333666e-52
"MTSS1",8.37783587541906e-57,0.808097201769539,0.12,0.063,1.53708154806313e-52
"AP5B1",1.00979715809276e-56,0.904011512970905,0.093,0.043,1.85267484595279e-52
"TRGV2",1.16594513138262e-56,0.960035454411831,0.073,0.03,2.1391595325477e-52
"NDUFAF3",1.22007589145166e-56,0.334989295526413,0.332,0.234,2.23847323804636e-52
"MLLT3",1.30491852111819e-56,0.334312888845981,0.32,0.223,2.39413401069554e-52
"GLA",1.88470910400185e-56,0.584310078467164,0.324,0.233,3.45787579311219e-52
